: error 482.133671, percentage 3.44%
Classifier[25] iteration 1880: error 395.742481, percentage 2.83%
Classifier[25] iteration 1881: error 395.724168, percentage 2.83%
Classifier[25] iteration 1882: error 395.705874, percentage 2.83%
Classifier[25] iteration 1883: error 395.687599, percentage 2.83%
Classifier[25] iteration 1884: error 395.669343, percentage 2.83%
Classifier[25] iteration 1885: error 395.651106, percentage 2.83%
Classifier[25] iteration 1886: error 395.632888, percentage 2.83%
Classifier[25] iteration 1887: error 395.614689, percentage 2.83%
Classifier[25] iteration 1888: error 395.596509, percentage 2.83%
Classifier[25] iteration 1889: error 395.578348, percentage 2.83%
Classifier[25] iteration 1890: error 395.560206, percentage 2.83%
Classifier[25] iteration 1891: error 395.542083, percentage 2.83%
Classifier[25] iteration 1892: error 395.523978, percentage 2.83%
Classifier[25] iteration 1893: error 395.505892, percentage 2.83%
Classifier[25] iteration 1894: error 395.487825, percentage 2.82%
Classifier[25] iteration 1895: error 395.469777, percentage 2.82%
Classifier[25] iteration 1896: error 395.451747, percentage 2.82%
Classifier[25] iteration 1897: error 395.433736, percentage 2.82%
Classifier[25] iteration 1898: error 395.415744, percentage 2.82%
Classifier[25] iteration 1899: error 395.397770, percentage 2.82%
Classifier[25] iteration 1900: error 395.379815, percentage 2.82%
Classifier[25] iteration 1901: error 395.361879, percentage 2.82%
Classifier[25] iteration 1902: error 395.343961, percentage 2.82%
Classifier[25] iteration 1903: error 395.326062, percentage 2.82%
Classifier[25] iteration 1904: error 395.308181, percentage 2.82%
Classifier[25] iteration 1905: error 395.290318, percentage 2.82%
Classifier[25] iteration 1906: error 395.272474, percentage 2.82%
Classifier[25] iteration 1907: error 395.254649, percentage 2.82%
Classifier[25] iteration 1908: error 395.236841, percentage 2.82%
Classifier[25] iteration 1909: error 395.219053, percentage 2.82%
Classifier[25] iteration 1910: error 395.201282, percentage 2.82%
Classifier[25] iteration 1911: error 395.183530, percentage 2.82%
Classifier[25] iteration 1912: error 395.165796, percentage 2.82%
Classifier[25] iteration 1913: error 395.148081, percentage 2.82%
Classifier[25] iteration 1914: error 395.130383, percentage 2.82%
Classifier[25] iteration 1915: error 395.112704, percentage 2.82%
Classifier[25] iteration 1916: error 395.095043, percentage 2.82%
Classifier[25] iteration 1917: error 395.077400, percentage 2.82%
Classifier[25] iteration 1918: error 395.059776, percentage 2.82%
Classifier[25] iteration 1919: error 395.042169, percentage 2.82%
Classifier[25] iteration 1920: error 395.024581, percentage 2.82%
Classifier[25] iteration 1921: error 395.007010, percentage 2.82%
Classifier[25] iteration 1922: error 394.989458, percentage 2.82%
Classifier[25] iteration 1923: error 394.971923, percentage 2.82%
Classifier[25] iteration 1924: error 394.954407, percentage 2.82%
Classifier[25] iteration 1925: error 394.936909, percentage 2.82%
Classifier[25] iteration 1926: error 394.919428, percentage 2.82%
Classifier[25] iteration 1927: error 394.901966, percentage 2.82%
Classifier[25] iteration 1928: error 394.884521, percentage 2.82%
Classifier[25] iteration 1929: error 394.867094, percentage 2.82%
Classifier[25] iteration 1930: error 394.849685, percentage 2.82%
Classifier[25] iteration 1931: error 394.832294, percentage 2.82%
Classifier[25] iteration 1932: error 394.814920, percentage 2.82%
Classifier[25] iteration 1933: error 394.797565, percentage 2.82%
Classifier[25] iteration 1934: error 394.780227, percentage 2.82%
Classifier[25] iteration 1935: error 394.762907, percentage 2.82%
Classifier[25] iteration 1936: error 394.745604, percentage 2.82%
Classifier[25] iteration 1937: error 394.728319, percentage 2.82%
Classifier[25] iteration 1938: error 394.711052, percentage 2.82%
Classifier[25] iteration 1939: error 394.693803, percentage 2.82%
Classifier[25] iteration 1940: error 394.676571, percentage 2.82%
Classifier[25] iteration 1941: error 394.659356, percentage 2.82%
Classifier[25] iteration 1942: error 394.642159, percentage 2.82%
Classifier[25] iteration 1943: error 394.624980, percentage 2.82%
Classifier[25] iteration 1944: error 394.607818, percentage 2.82%
Classifier[25] iteration 1945: error 394.590674, percentage 2.82%
Classifier[25] iteration 1946: error 394.573547, percentage 2.82%
Classifier[25] iteration 1947: error 394.556437, percentage 2.82%
Classifier[25] iteration 1948: error 394.539345, percentage 2.82%
Classifier[25] iteration 1949: error 394.522270, percentage 2.82%
Classifier[25] iteration 1950: error 394.505213, percentage 2.82%
Classifier[25] iteration 1951: error 394.488173, percentage 2.82%
Classifier[25] iteration 1952: error 394.471150, percentage 2.82%
Classifier[25] iteration 1953: error 394.454144, percentage 2.82%
Classifier[25] iteration 1954: error 394.437156, percentage 2.82%
Classifier[25] iteration 1955: error 394.420185, percentage 2.82%
Classifier[25] iteration 1956: error 394.403231, percentage 2.82%
Classifier[25] iteration 1957: error 394.386294, percentage 2.82%
Classifier[25] iteration 1958: error 394.369375, percentage 2.82%
Classifier[25] iteration 1959: error 394.352472, percentage 2.82%
Classifier[25] iteration 1960: error 394.335587, percentage 2.82%
Classifier[25] iteration 1961: error 394.318719, percentage 2.82%
Classifier[25] iteration 1962: error 394.301868, percentage 2.82%
Classifier[25] iteration 1963: error 394.285034, percentage 2.82%
Classifier[25] iteration 1964: error 394.268217, percentage 2.82%
Classifier[25] iteration 1965: error 394.251416, percentage 2.82%
Classifier[25] iteration 1966: error 394.234633, percentage 2.82%
Classifier[25] iteration 1967: error 394.217867, percentage 2.82%
Classifier[25] iteration 1968: error 394.201118, percentage 2.82%
Classifier[25] iteration 1969: error 394.184386, percentage 2.82%
Classifier[25] iteration 1970: error 394.167670, percentage 2.82%
Classifier[25] iteration 1971: error 394.150971, percentage 2.82%
Classifier[25] iteration 1972: error 394.134290, percentage 2.82%
Classifier[25] iteration 1973: error 394.117625, percentage 2.82%
Classifier[25] iteration 1974: error 394.100976, percentage 2.82%
Classifier[25] iteration 1975: error 394.084345, percentage 2.81%
Classifier[25] iteration 1976: error 394.067730, percentage 2.81%
Classifier[25] iteration 1977: error 394.051132, percentage 2.81%
Classifier[25] iteration 1978: error 394.034551, percentage 2.81%
Classifier[25] iteration 1979: error 394.017986, percentage 2.81%
Classifier[25] iteration 1980: error 394.001438, percentage 2.81%
Classifier[25] iteration 1981: error 393.984907, percentage 2.81%
Classifier[25] iteration 1982: error 393.968392, percentage 2.81%
Classifier[25] iteration 1983: error 393.951894, percentage 2.81%
Classifier[25] iteration 1984: error 393.935412, percentage 2.81%
Classifier[25] iteration 1985: error 393.918947, percentage 2.81%
Classifier[25] iteration 1986: error 393.902499, percentage 2.81%
Classifier[25] iteration 1987: error 393.886067, percentage 2.81%
Classifier[25] iteration 1988: error 393.869651, percentage 2.81%
Classifier[25] iteration 1989: error 393.853252, percentage 2.81%
Classifier[25] iteration 1990: error 393.836869, percentage 2.81%
Classifier[25] iteration 1991: error 393.820503, percentage 2.81%
Classifier[25] iteration 1992: error 393.804153, percentage 2.81%
Classifier[25] iteration 1993: error 393.787819, percentage 2.81%
Classifier[25] iteration 1994: error 393.771502, percentage 2.81%
Classifier[25] iteration 1995: error 393.755201, percentage 2.81%
Classifier[25] iteration 1996: error 393.738916, percentage 2.81%
Classifier[25] iteration 1997: error 393.722648, percentage 2.81%
Classifier[25] iteration 1998: error 393.706396, percentage 2.81%
Classifier[25] iteration 1999: error 393.690160, percentage 2.81%
Classifier[25] iteration 2000: error 393.673940, percentage 2.81%
Classifier[25] iteration 2001: error 393.657736, percentage 2.81%
Classifier[25] iteration 2002: error 393.641549, percentage 2.81%
Classifier[25] iteration 2003: error 393.625378, percentage 2.81%
Classifier[25] iteration 2004: error 393.609223, percentage 2.81%
Classifier[25] iteration 2005: error 393.593083, percentage 2.81%
Classifier[25] iteration 2006: error 393.576960, percentage 2.81%
Classifier[25] iteration 2007: error 393.560853, percentage 2.81%
Classifier[25] iteration 2008: error 393.544763, percentage 2.81%
Classifier[25] iteration 2009: error 393.528688, percentage 2.81%
Classifier[25] iteration 2010: error 393.512629, percentage 2.81%
Classifier[25] iteration 2011: error 393.496586, percentage 2.81%
Classifier[25] iteration 2012: error 393.480559, percentage 2.81%
Classifier[25] iteration 2013: error 393.464548, percentage 2.81%
Classifier[25] iteration 2014: error 393.448552, percentage 2.81%
Classifier[25] iteration 2015: error 393.432573, percentage 2.81%
Classifier[25] iteration 2016: error 393.416609, percentage 2.81%
Classifier[25] iteration 2017: error 393.400662, percentage 2.81%
Classifier[25] iteration 2018: error 393.384730, percentage 2.81%
Classifier[25] iteration 2019: error 393.368814, percentage 2.81%
Classifier[25] iteration 2020: error 393.352914, percentage 2.81%
Classifier[25] iteration 2021: error 393.337029, percentage 2.81%
Classifier[25] iteration 2022: error 393.321160, percentage 2.81%
Classifier[25] iteration 2023: error 393.305307, percentage 2.81%
Classifier[25] iteration 2024: error 393.289470, percentage 2.81%
Classifier[25] iteration 2025: error 393.273648, percentage 2.81%
Classifier[25] iteration 2026: error 393.257842, percentage 2.81%
Classifier[25] iteration 2027: error 393.242051, percentage 2.81%
Classifier[25] iteration 2028: error 393.226277, percentage 2.81%
Classifier[25] iteration 2029: error 393.210517, percentage 2.81%
Classifier[25] iteration 2030: error 393.194774, percentage 2.81%
Classifier[25] iteration 2031: error 393.179045, percentage 2.81%
Classifier[25] iteration 2032: error 393.163333, percentage 2.81%
Classifier[25] iteration 2033: error 393.147635, percentage 2.81%
Classifier[25] iteration 2034: error 393.131954, percentage 2.81%
Classifier[25] iteration 2035: error 393.116288, percentage 2.81%
Classifier[25] iteration 2036: error 393.100637, percentage 2.81%
Classifier[25] iteration 2037: error 393.085001, percentage 2.81%
Classifier[25] iteration 2038: error 393.069381, percentage 2.81%
Classifier[25] iteration 2039: error 393.053777, percentage 2.81%
Classifier[25] iteration 2040: error 393.038187, percentage 2.81%
Classifier[25] iteration 2041: error 393.022613, percentage 2.81%
Classifier[25] iteration 2042: error 393.007055, percentage 2.81%
Classifier[25] iteration 2043: error 392.991512, percentage 2.81%
Classifier[25] iteration 2044: error 392.975983, percentage 2.81%
Classifier[25] iteration 2045: error 392.960471, percentage 2.81%
Classifier[25] iteration 2046: error 392.944973, percentage 2.81%
Classifier[25] iteration 2047: error 392.929491, percentage 2.81%
Classifier[25] iteration 2048: error 392.914024, percentage 2.81%
Classifier[25] iteration 2049: error 392.898572, percentage 2.81%
Classifier[25] iteration 2050: error 392.883135, percentage 2.81%
Classifier[25] iteration 2051: error 392.867713, percentage 2.81%
Classifier[25] iteration 2052: error 392.852306, percentage 2.81%
Classifier[25] iteration 2053: error 392.836915, percentage 2.81%
Classifier[25] iteration 2054: error 392.821538, percentage 2.81%
Classifier[25] iteration 2055: error 392.806177, percentage 2.81%
Classifier[25] iteration 2056: error 392.790831, percentage 2.81%
Classifier[25] iteration 2057: error 392.775499, percentage 2.81%
Classifier[25] iteration 2058: error 392.760183, percentage 2.81%
Classifier[25] iteration 2059: error 392.744882, percentage 2.81%
Classifier[25] iteration 2060: error 392.729595, percentage 2.81%
Classifier[25] iteration 2061: error 392.714324, percentage 2.81%
Classifier[25] iteration 2062: error 392.699067, percentage 2.80%
Classifier[25] iteration 2063: error 392.683825, percentage 2.80%
Classifier[25] iteration 2064: error 392.668599, percentage 2.80%
Classifier[25] iteration 2065: error 392.653387, percentage 2.80%
Classifier[25] iteration 2066: error 392.638190, percentage 2.80%
Classifier[25] iteration 2067: error 392.623007, percentage 2.80%
Classifier[25] iteration 2068: error 392.607840, percentage 2.80%
Classifier[25] iteration 2069: error 392.592687, percentage 2.80%
Classifier[25] iteration 2070: error 392.577549, percentage 2.80%
Classifier[25] iteration 2071: error 392.562426, percentage 2.80%
Classifier[25] iteration 2072: error 392.547317, percentage 2.80%
Classifier[25] iteration 2073: error 392.532223, percentage 2.80%
Classifier[25] iteration 2074: error 392.517144, percentage 2.80%
Classifier[25] iteration 2075: error 392.502080, percentage 2.80%
Classifier[25] iteration 2076: error 392.487030, percentage 2.80%
Classifier[25] iteration 2077: error 392.471995, percentage 2.80%
Classifier[25] iteration 2078: error 392.456974, percentage 2.80%
Classifier[25] iteration 2079: error 392.441968, percentage 2.80%
Classifier[25] iteration 2080: error 392.426977, percentage 2.80%
Classifier[25] iteration 2081: error 392.412000, percentage 2.80%
Classifier[25] iteration 2082: error 392.397037, percentage 2.80%
Classifier[25] iteration 2083: error 392.382089, percentage 2.80%
Classifier[25] iteration 2084: error 392.367156, percentage 2.80%
Classifier[25] iteration 2085: error 392.352237, percentage 2.80%
Classifier[25] iteration 2086: error 392.337332, percentage 2.80%
Classifier[25] iteration 2087: error 392.322442, percentage 2.80%
Classifier[25] iteration 2088: error 392.307567, percentage 2.80%
Classifier[25] iteration 2089: error 392.292706, percentage 2.80%
Classifier[25] iteration 2090: error 392.277859, percentage 2.80%
Classifier[25] iteration 2091: error 392.263026, percentage 2.80%
Classifier[25] iteration 2092: error 392.248208, percentage 2.80%
Classifier[25] iteration 2093: error 392.233404, percentage 2.80%
Classifier[25] iteration 2094: error 392.218615, percentage 2.80%
Classifier[25] iteration 2095: error 392.203839, percentage 2.80%
